编号,题名,作者,作者机构,日期,期刊,专辑,专题,引用数,下载数,关键词,摘要,URL,爬取时间
71,基于视觉的位姿计算技术在图书馆中的应用探索,牛悦;李辉,1. 西北工业大学图书馆部室2. 西北工业大学图书馆,2022-03-20,新世纪图书馆,信息科技,计算机软件及计算机应用;图书情报与数字图书馆,1,222,六自由度; 视觉定位; 位姿计算; 图书馆; 计算机视觉,计算机视觉技术在产业升级中发挥了重要的作用，是建设下一代智慧图书馆的关键技术，而位姿计算技术是计算机视觉技术重要的研究应用方向。论文首次探索了基于视觉的位姿计算技术在图书馆中的应用，探讨了该技术对图书馆服务的重要意义，并且基于开源框架成功实现了基于视觉的位姿计算技术，将位姿计算系统实际部署在西北工业大学图书馆中。代表性场景的位姿计算结果表明，论文基于视觉的位姿计算技术方法，其位移精度在10厘米以内，角度精度在2度以内，定位平均耗时约为50毫秒，位姿精度和时间性能满足图书馆场景下定位的需求。论文是将计算机视觉技术用于构建智慧图书馆的一次有益尝试，也为其他相关技术在图书馆的落地实践提供了较好的借鉴作用。,https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8VjvlujIIwOPZkmG7Q1bcbN9H0abFUli9GRjpfxX_c05UlHWRd68O9JslJLDBMQkc7KsMUZJktEDTlP0ZZ5p4kwHRK462XqVuFkYaModn5D2q4VrHuZS5YwI1waM5-7EMDs4gCVXCaUKw==&uniplatform=NZKPT&language=CHS,2024-06-28
72,学习元宇宙赋能教育：构筑“智能+”教育应用的新样态,兰国帅;魏家财;黄春雨;张怡;贺玉婷,1. 河南大学教育学部2. 河南省教育信息化发展研究中心3. 上海开放大学发展研究部,2022-03-20,远程教育杂志,社会科学Ⅱ辑;信息科技,教育理论与教育管理;计算机软件及计算机应用,68,7056,元宇宙; 学习元宇宙; 技术架构; 应用案例; 智能+教育; 互联网+教育,元宇宙是整合多种新一代智能技术而产生的新型虚实相融的互联网应用和数字化社会形态，元宇宙赋能学习催生学习元宇宙。学习元宇宙是整合模拟技术、增强技术、扩展现实、数字孪生、人工智能等多种智能技术而产生的、新型虚实学习空间交互融通的互联网教育应用和数字化社会生态系统。学习元宇宙赋能教育，将进一步推进教育新型基础设施建设，为构建高质量教育支撑体系，推动未来教育数字化转型和智能升级、高质量创新发展，提供新契机。目前，学界已开展了教育元宇宙的初期探索研究，但大多属于经验性的假设与设计。且在学习元宇宙研究方面，仍存在学习元宇宙的关键特征、应用场景和风险挑战不够明晰等问题。为破解上述问题，通过采用场景分析方法，探究了学习元宇宙赋能教育的关键特征和技术架构；剖析了学习元宇宙赋能新型混合学习、虚拟团队协作、游戏化学习、虚拟学习社区、沉浸式图书馆五大教育教学应用案例；明晰了学习元宇宙赋能教育面临的伦理风险、沉迷风险、隐私风险、垄断张力、舆论泡沫和算法压力六大潜在风险与挑战，并提出了学习元宇宙赋能教育的优化路径，以期为教育的高质量发展背景下学习元宇宙赋能“智能+”教育应用，实现未来教育数字化转型和智能升级、高质量创新发展，提供一些参考与启示。 ,https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8VVCI0bC8ZBwozvxbTuJyViKLLoEtjeytUiWm8Im7lC4r54o6kEU25HilyDRxHlqFHViQMECJHvlP9O5sV8KaJP9ISzgmbq2noXOfxEZsSvWthWac6yP5ES5gw2EBeOmPncNoiNK-c4Kw==&uniplatform=NZKPT&language=CHS,2024-06-28
73,数字校园建设背景下高校文献信息资源精准服务模式探究,季梵;李峰,北京大学图书馆,2022-03-20,图书情报工作,信息科技,图书情报与数字图书馆,11,711,数字学术; 精准服务; 信息资源; 信息组织与揭示,"[目的/意义]探究与反思高校图书馆如何在精准提供用户所需文献信息资源的同时，帮助用户在对海量文献信息资源的发现与获取中发现需求。[方法/过程]对国内外30所高校图书馆进行调研，梳理精准服务过程中的新模式、新问题，并从信息资源内容分发、信息资源内容组织、信息供给平台3个层面进行深入分析。[结果/结论]为了帮助用户更好地“意识到未知”,需要建设更为恰当的信息资源内容分发方式，强调更加科学的纸质资源、数字资源及其他载体资源的组织与使用方式，搭建更为全面的统一知识发现平台，做好跨学科的相关文献信息资源的识别与推荐。",https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8VVCI0bC8ZBwozvxbTuJyViKLLoEtjeytVDUuycr5p1N-6pi9PNqqGMJo27uaFXanoOaiTgyWr2VKxMgn3_f5DPLk_ZC2f-EOzgsaVvBewsY7G7tYv42TJG-M5mdU4TxC7BpEJOVHCSZA==&uniplatform=NZKPT&language=CHS,2024-06-28
74,SNA视角下国内智慧图书馆领域作者合作的特征挖掘与关系预测,庞雨静;卢新元;张恒,华中师范大学信息管理学院,2022-03-16 10:49,情报科学,信息科技,计算机软件及计算机应用;图书情报与数字图书馆,9,1412,智慧图书馆; 作者合作关系; 潜在合作关系; 社会网络分析; 合著网络,【目的/意义】旨在探究国内智慧图书馆领域学者间的科学合作现状和研究团队构成，挖掘作者间的潜在合作关系，以期推动智慧图书馆领域的合作研究与实践。【方法/过程】基于SNA视角，以UCINET6和COOC9.9为分析工具，对国内智慧图书馆领域核心作者群的117名作者进行分析，从合著网络的子网、网络密度、中心性、凝聚子群和结构洞等5个维度揭示智慧图书馆领域学者外在合作关系，预测潜在合作关系。【结果/结论】研究表明，国内智慧图书馆领域的学者多以2-3人的小型团队进行合作研究，团队间缺乏沟通交流，潜在合作分析表明该领域仍然存在巨大合作潜力和空间。未来该领域学者可以围绕智慧服务、高校图书馆、物联网、大数据等方向加强合作，促进跨学科、跨地域大规模团队的形成和学者间更密切的联系，推动领域发展。【创新/局限】首次基于SNA视角挖掘智慧图书馆领域学者的现存合作关系与潜在合作关系，对于潜在关系还有待进一步深入研究。,https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8WUuODH70A-G3tThShc2M04oXqX8WjDufSGt97_9Rwv9JmdVO38ppS9qaEMGSWSQJqkRfUcsjm6fJlHdbMhr6Ir_sMYDLTpmBPor2vZji8buemiOb-g3DzKbwn46uRV1YPCWmzUdmaSwA==&uniplatform=NZKPT&language=CHS,2024-06-28
75,学科研究主题发展等级划分与趋势预测方法——以我国智慧图书馆研究为例,宋凯;冉从敬,1. 山东师范大学图书馆2. 武汉大学信息管理学院,2022-03-16 10:30,情报科学,信息科技,计算机软件及计算机应用;图书情报与数字图书馆,3,902,主题模型; 发展等级; 趋势预测; 智慧图书馆; 科研决策,【目的/意义】主题发展等级划分是信息组织研究的基础性问题，也是科研人员和科研管理部门进行研究选题和学科服务的重要工作，对学科研究主题进行高效的发展等级划分与趋势预测，能够帮助相关科研人员和机构把握学科领域研究态势，准确做出科研决策。【方法/过程】本文结合主题模型、Sen’s斜率估计法、Mann-Kendall法、指数平滑法，提出一种学科研究主题发展等级划分与趋势预测方法。首先，在主题识别的基础上，形成主题发文度和主题引文度两个指标，并参考波士顿矩阵对学科研究主题发展等级进行划分；然后，融合研究主题发文量、被引量和下载量，形成主题热力度指标，采用指数平滑法对研究主题未来发展态势进行预测。【结果/结论】以我国“智慧图书馆”研究的实验表明，本文所提方法能够对学科领域研究主题进行全方位、细粒度地发展等级划分和趋势预测。【创新/局限】本文所提方法对其他学科研究主题的分析具有普适性，为实现动态情报分析提供了新的视角，局限在于需要提高主题建模的可解读性，并进一步优化趋势预测方法。,https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8W6dTNzlX6zB0affSyYy19qfR-gtbC0DnH-AlG3dIKWK3mUMZJN25CtzzWER8k4mnKVyUaWuTR-Q6q9qUIJK3V_1dZX71xcKwc6Cq_qUQRnyC0it_nGRjOwdkUcJ_UIixtZha4H9PWnsw==&uniplatform=NZKPT&language=CHS,2024-06-28
76,我国文献标引技术的回顾与展望,蔡迎春;赵心如;朱玉梅;汪秀秀,1. 上海外国语大学图书馆2. 上海图书馆3. 重庆市石柱土家族自治县图书馆  4. 上海师范大学人文学院,2022-03-15,图书馆杂志,信息科技,图书情报与数字图书馆,5,801,文献标引; 标引技术; 自动标引; 智能标引,新中国成立以来，我国的文献标引经历了从分类标引、主题标引到多元化标引的过程，标引方法愈加丰富，标引技术不断进步，逐步由人工标引、机器辅助标引过渡到自动标引，进一步向智能标引方向发展。虽然国内针对文献标引及相关技术的研究较为丰富，但是对文献标引的综述性研究却相对薄弱，无法有效地呈现在现代信息技术驱动下，文献标引领域的发展态势和应用前景。本文在已有研究的基础上，对我国文献标引研究趋势进行分析，提出我国文献标引研究主要呈现两个阶段的发展态势：一是21世纪之前的以传统标引为主体的发展阶段；二是21世纪之后的以自动标引为主体的发展阶段。人工及机器辅助等以传统标引为主体的研究，为自动标引的发展奠定了良好基础，促使自动标引在标引技术、标引系统和标引方法等方面都取得了较为显著的发展，文献标引的应用领域得到更为深入的拓展。但是，文献标引研究更多是在人工智能领域和语言学领域，势必需要图情领域充分发挥自身在文献标引领域研究的理论和实践的优势，再结合其他学科的研究成果，从而使图书馆学传统的文献标引技术符合时代的发展，并产生溢出效应，和其他学科共同发展。,https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8W6dTNzlX6zB0affSyYy19qfR-gtbC0DnHy513AnPVogulkwiZeZO5PziwDUCGrfotUle1kqRQLcodalMaPboTAau8hAT8tgVjXkzpWBVhyVH8GLTOR7A9tSlAp9ork1kiat-jznx3Bgg==&uniplatform=NZKPT&language=CHS,2024-06-28
77,智慧图书馆时代图书馆人文精神的守护,张久珍,北京大学信息管理系,2022-03-15,图书馆建设,无,无,8,1145,无,"<正>“图书馆是一个生长着的有机体”[1],早在90年前,阮冈纳赞就为图书馆的发展提出了准确的描绘。随着时代变迁,图书馆也在不断变革。清末,康有为、梁启超等开放的知识分子就针对当时国内的知识封闭问题提出上海强学会藏书楼“广见闻而开风气”的建设愿景[2]；民国时期,沈祖荣、杜定友、李小缘、刘国钧等图书馆学家都提出了图书馆要成为宣传文化、启迪民智、",https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8UJuplvoiwYTVc_0RDmskQBLYcDCdH9Zxlb0g5jIKH416pmyKqdJ7-Ahkzoj6x-fmR9imb4rLcqRxFe6okSqX0Azkz0g9af9qOrUEQGR94zwhGiHPnNPQweOOFGqFxj9zijHdcR2a9NMA==&uniplatform=NZKPT&language=CHS,2024-06-28
78,《公共图书馆法》视域下图档博融合发展的法理依据与路径探索,何虹,广州图书馆,2022-03-15,图书馆,社会科学Ⅰ辑;信息科技;经济与管理科学,行政法及地方法制;图书情报与数字图书馆;档案及博物馆;旅游,4,558,公共图书馆法; 图档博; 融合发展; 法理依据; 路径,图书馆、档案馆、博物馆融合发展是社会经济文化与科技发展的必然趋势。《公共图书馆法》关于图书馆、博物馆、档案馆、纪念馆等机构馆藏档案、文物资源合作利用的相关条款，对于公共图书馆领域开展图档博合作具有指导性意义。目前，业界对图档博合作的法理认识不足，学界对于图档博融合发展的路径也众说纷纭，导致图档博合作实际融合度不高，成果利用率不足。随着智慧图书馆、智慧档案馆、博物馆人工智能、数字人文等技术的长足发展，《公共图书馆法》框架下图档博馆藏档案、文物资源的融合发展路径将进一步拓宽。研究通过回顾《公共图书馆法》第三十二条的立法背景、国内外图档博合作法规的历史与现状，梳理图档博融合发展的法理依据，根据三者的职能特点，结合技术发展趋势，提出促进图档博融合发展的路径。,https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8V7au0gzvq0dh-VEIKGqzCfHwMbk0A2YysBFrJIB39JXSTYPCboaaAXeodomBMCkftJNSc5FswEyYc0FO4immJWCHm6D4VekDUkBhKwRNGCZPnlHBI1KuhmO1g9eQGv4QwfedYHxpoErA==&uniplatform=NZKPT&language=CHS,2024-06-28
79,近五年国内基于5G技术的图书馆研究综述,刘晓峰,南京工业大学图书馆,2022-03-10,图书馆理论与实践,信息科技,计算机软件及计算机应用;图书情报与数字图书馆,6,996,5G技术; 物联网; 云计算; 智慧图书馆; 智慧服务,文章通过对中国学术期刊网络出版总库中2016—2020年有关5G技术下图书馆研究的文献进行检索和梳理，总结分析了近五年国内基于5G技术的图书馆的发展现状，在文献述评基础上提出存在的问题和建议，以期掌握目前的研究状况，并揭示智慧图书馆未来的发展方向。研究发现，我国目前针对5G时代的图书馆研究和建设虽然发展迅速，并取得了一定成果，但仍处于探索及初步发展阶段，理论体系尚不成熟，研究领域有待进一步拓宽。,https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8V7au0gzvq0dh-VEIKGqzCfHwMbk0A2Yysg5F3hm2BslOTA2SqojvZMveY2C8W3-_Os7UFukmO7hnhmFQQHYZypgbcZBktPFWzRVxf0o47CK-AC-F8Nk2eDuyAjjPIPBu4cRDhp-qJj4Q==&uniplatform=NZKPT&language=CHS,2024-06-28
80,乡村振兴战略背景下图书馆智慧服务:逻辑、模式与挑战,冯昌扬,华中师范大学信息管理学院,2022-02-25,图书与情报,信息科技,图书情报与数字图书馆,14,1534,图书馆; 智慧服务; 乡村振兴; 智慧图书馆; 服务模式,乡村振兴战略是继全面脱贫之后建立农村可持续发展机制的重要战略，图书馆服务乡村振兴战略，是由它的特性和社会职能所决定的。“智慧服务”已逐渐成为图书馆面向智慧社会建设、实现可持续发展的必然选择，更是一种面向未来的新发展理念。文章在分析乡村振兴战略背景下图书馆开展智慧服务的基本逻辑的基础上，研究乡村振兴战略对于图书馆服务产业振兴、人才振兴、生态振兴、文化振兴的要求；凝练出乡村振兴战略背景下图书馆智慧服务模式，包括协同联动、开放跨界、服务融合；最后总结出实现这些模式所面临的挑战：投资与预算、人力资源与技术、知识产权侵权风险。,https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8X0SPb4qlaRhHWe8Wy4l2pCIPdJN9wG7jOo66DOjHkP8bwfpZoZsL8_zOe3SGuFugHK121sciZs1vmaKKxIjOsbG6y8RYDrhmwRGXbpEDRCykAwFQvqJ1KA3pOFxDJD3Q2PDlZ8xZot8A==&uniplatform=NZKPT&language=CHS,2024-06-28
81,智能虚拟助手助力公共图书馆读者开展数字阅读,徐彤阳;滕琦,山西财经大学信息学院,2022-02-20,新世纪图书馆,信息科技,图书情报与数字图书馆,5,508,公共图书馆; 数字阅读; 智能虚拟助手,智能化时代，为满足用户碎片化的阅读需求，智能虚拟助手作为一种高质量的人机交互方式而出现，帮助用户提升阅读体验。论文基于数字阅读的视角，将智能问答引入公共图书馆数字阅读，构建基于智能推荐的智能阅读助手，虚拟角色在线陪读，个性化推送用户感兴趣的信息，实现经典阅读推广与智能化新技术的协同发展，智能助手为用户提供了便捷的阅读服务，提升了用户阅读的积极性，推进全民阅读，促进阅读推广。,https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8U-I_AbCo38rwQXEp8ne4jFE9Ur81kxkyMCXCup_F4iwbFagvdc2OxDJFXvESH-A1s8lnxj9UADKarhVGF09fS4eFL9k88nwIcXs1kUPOnheo3w2EnGA4QO8hCdgN4dEj1iKkCDlMOnfg==&uniplatform=NZKPT&language=CHS,2024-06-28
